323528	měnit	měnit_:T	V
323673	menšitel	menšitel	N	323678
323678	menšit	menšit_:T	V
323703	Mentel	Mentel_;S	N
324329	měřitel	měřitel	N	324337
324337	měřit	měřit_:T	V
325941	mezidodavatel	mezidodavatel	NC
325992	mezihostitel	mezihostitel	NC
326186	meziodběratel	meziodběratel	NC
326602	mezizasilatel	mezizasilatel	NC
326603	mezizasílatel	mezizasílatel	NC
328154	mikrohotel	mikrohotel	N	206373
206373	hotel	hotel	N
329634	milovatel	milovatel	N	329638
329638	milovat	milovat_:T	V
331658	mírnitel	mírnitel	N	331665
331665	mírnit	mírnit_:T	V
331955	mísitel	mísitel	N	331959
331959	mísit	mísit_:T	V
332072	místodržitel	místodržitel	NC
332138	místoředitel	místoředitel	NC
333299	mlčitel	mlčitel	N
333736	mlžitel	mlžitel	N	333740
333740	mlžit	mlžit_:T	V
334516	množitel	množitel	N	334523
334523	množit	množit_:T	V
334649	Mobitel	Mobitel_;K	N
334732	mocnitel	mocnitel	N	334736
334736	mocnit	mocnit_:T	V
337181	monstrhotel	monstrhotel	NC
338838	motel	motel	N
338934	motocestovatel	motocestovatel	NC
340749	mstitel	mstitel	N	340756
340756	mstít	mstít_:T	V	340728
340728	msta	msta	N
340963	mučitel	mučitel	N	340970
340970	mučit	mučit_:T	V
341242	Mühlviertel	Mühlviertel_;G	N
342150	multiuživatel	multiuživatel	NC
342890	Mustel	Mustel_;S	N
343822	myslitel	myslitel	N	343799
343799	myslet	myslet_:T	V
344105	mýtitel	mýtitel	N	344109
344109	mýtit	mýtit_:T	V
344963	naběratel	naběratel	N
345129	nabízitel	nabízitel	N	345125
345125	nabízet	nabízet_:T	V
346076	nabyvatel	nabyvatel	N	346084
346084	nabývat	nabývat_:T	V	346063
346063	nabýt	nabýt_:W	V	63899
63899	být	být_:T	V
348092	nadělovatel	nadělovatel	N	348096
348096	nadělovat	nadělovat_:T	V	348078
348078	nadělit	nadělit_:W	V	92509
92509	dělit	dělit_:T	V
349690	nadržovatel	nadržovatel	N	349694
349694	nadržovat	nadržovat_:T	V
349765	nadředitel	nadředitel	N
350091	nadučitel	nadučitel	N
351737	nahlašovatel	nahlašovatel	N	351741
351741	nahlašovat	nahlašovat_:T	V	351703
351703	nahlásit	nahlásit_:W	V	199503
199503	hlásit	hlásit_:T	V
354037	najimatel	najimatel	N
354038	najímatel	najímatel	N	354046
354046	najímat	najímat_:T	V	354115
354115	najmout	najmout_:W	V	238554
238554	jmout	jmout	V
354491	nakazitel	nakazitel	N	354495
354495	nakazit	nakazit_:W	V	251401
251401	kazit	kazit_:T	V
354642	nakladatel	nakladatel	N	354652
354652	nakládat	nakládat_:T	V	354723
354723	naklást	naklást_:W	V	255647
255647	klást	klást_:T	V
356351	nakukovatel	nakukovatel	N	356355
356355	nakukovat	nakukovat_:T	V
356490	nakupovatel	nakupovatel	N	356494
356494	nakupovat	nakupovat_:T	V	355739
355739	nakoupit	nakoupit_:W	V	274157
274157	koupit	koupit_:W_^(něco_sobě/někomu)	V
357208	naléhatel	naléhatel	N	357212
357212	naléhat	naléhat_:T	V	295831
295831	lehnout	lehnout_:W	V	298764
298764	ležet	ležet_:T	V	295729
295729	léhat	léhat_:T	V	295728
295728	lehat	lehat_:T	V	295807
295807	lehký	lehký	A
361811	naplnitel	naplnitel	N	361815
361815	naplnit	naplnit_:W	V	465408
465408	plnit	plnit_:T	V	465523
465523	plný	plný	A
361827	naplňovatel	naplňovatel	N	361831
361831	naplňovat	naplňovat_:T	V	361815
361815	naplnit	naplnit_:W	V	465408
465408	plnit	plnit_:T	V	465523
465523	plný	plný	A
362004	napodobitel	napodobitel	N	362012
362012	napodobit	napodobit_:W	V
362032	napodobovatel	napodobovatel	N	362036
362036	napodobovat	napodobovat_:T	V	362012
362012	napodobit	napodobit_:W	V
362355	napomahatel	napomahatel	N	362359
362359	napomáhat	napomáhat_:T	V	362427
362427	napomoci	napomoci_:W	V	485870
485870	pomoci	pomoci_:W	V	334695
334695	moci	moci_:T_^(mít_možnost_[něco_dělat];_přech.)	V
362389	napomínatel	napomínatel	N	362393
362393	napomínat	napomínat_:T	V
362994	napravitel	napravitel	N	362998
362998	napravit	napravit_:W	V	505547
505547	pravit	pravit_:W	V
363026	napravovatel	napravovatel	N	363030
363030	napravovat	napravovat_:T	V	362998
362998	napravit	napravit_:W	V	505547
505547	pravit	pravit_:W	V
364520	narkokartel	narkokartel	NC
364731	nárokovatel	nárokovatel	N	364735
364735	nárokovat	nárokovat_:T	V
365135	narušitel	narušitel	N	365142
365142	narušit	narušit_:W	V	625144
625144	rušit	rušit_:T	V
365152	narušovatel	narušovatel	N	365156
365156	narušovat	narušovat_:T	V	365142
365142	narušit	narušit_:W	V	625144
625144	rušit	rušit_:T	V
365538	nařizovatel	nařizovatel	N	365542
365542	nařizovat	nařizovat_:T	V	365467
365467	nařídit	nařídit_:W	V	629085
629085	řídit	řídit_:T	V
366687	následovatel	následovatel	N	366694
366694	následovat	následovat_:T	V	661738
661738	sledovat	sledovat_:T	V
366795	naslouchatel	naslouchatel_,h	N	366802
366802	naslouchat	naslouchat_:T	V
367106	násobitel	násobitel	N	367113
367113	násobit	násobit_:T	V
367885	nastavovatel	nastavovatel	N	367889
367889	nastavovat	nastavovat_:T	V	367860
367860	nastavit	nastavit_:W	V	680336
680336	stavit	stavit_:T_:W	V	680150
680150	stát	stát-4_:T_^(něco_stojí_peníze)	V	721126
721126	tát	tát_:T	V
368149	nastolitel	nastolitel	N	368153
368153	nastolit	nastolit_:W	V
368163	nastolovatel	nastolovatel	N	368167
368167	nastolovat	nastolovat_:T	V	368153
368153	nastolit	nastolit_:W	V
368302	nastražitel	nastražitel	N	368306
368306	nastražit	nastražit_:W	V	685635
685635	stražit	stražit_:T	V
368754	nastupitel	nastupitel	N
372598	naučitel	naučitel	N	372602
372602	naučit	naučit_:W	V	746361
746361	učit	učit_:T	V
373306	navazovatel	navazovatel	N	373310
373310	navazovat	navazovat_:T	V	373262
373262	navázat	navázat_:W	V	780307
780307	vázat	vázat_:T_^(např._provazem;_se_k_čemu)	V
373954	navnaďovatel	navnaďovatel	N	373958
373958	navnaďovat	navnaďovat_:T	V	373944
373944	navnadit	navnadit_:W	V	799653
799653	vnadit	vnadit_:T	V
374347	navratitel	navratitel	N
374404	navrhovatel	navrhovatel	N	374411
374411	navrhovat	navrhovat_:T	V	374386
374386	navrhnout	navrhnout_:W	V	809045
809045	vrhnout	vrhnout_:W	V	809018
809018	vrhat	vrhat_:T	V
374559	navštěvovatel	navštěvovatel	N	374563
374563	navštěvovat	navštěvovat_:T	V	374589
374589	navštívit	navštívit_:W	V
375726	nazíratel	nazíratel	N	375731
375731	nazírat	nazírat_:T	V	376128
376128	nazřít	nazřít_:W	V	992807
992807	zřít	zřít_:T	V
379533	nepodnikatel	nepodnikatel	N
379683	nepředplatitel	nepředplatitel	N
379710	nepřítel	nepřítel	N
380021	nesjednotitel	nesjednotitel	N
380106	nesoutěžitel	nesoutěžitel	N
380131	nespisovatel	nespisovatel	N
380273	nesubdodavatel	nesubdodavatel	N
380634	neučitel	neučitel	N
380688	Neuchatel	Neuchatel_;G	N
380700	neukazatel	neukazatel	N
380708	neuklízitel	neuklízitel	N
