271624	kořit	kořit_:T	V
272205	Kostelka	Kostelka_;S	N
273688	kotva	kotva	N
273713	kotvit	kotvit_:T	V	273688
274157	koupit	koupit_:W_^(něco_sobě/někomu)	V
274347	kout	kout_:T_^(např._železo)	V
274377	kouzlit	kouzlit_:T	V
274654	kovatelčin	kovatelčin_^(*3ka)	A	274655
274655	kovatelka	kovatelka_^(*2)	N	274657
274657	kovatel	kovatel	N	274663
274663	kovat	kovat_:T	V	274347
274842	kovotlačitelčin	kovotlačitelčin_^(*3ka)	A	274843
274843	kovotlačitelka	kovotlačitelka_^(*2)	N	274844
274844	kovotlačitel	kovotlačitel	N	728377
277040	krasosmutnitelčin	krasosmutnitelčin_^(*3ka)	A	277041
277041	krasosmutnitelka	krasosmutnitelka_^(*2)	N	277042
277042	krasosmutnitel	krasosmutnitel	N	277044
277044	krasosmutnit	krasosmutnit_:T	VC
277105	krášlit	krášlit_:T	V
277197	krátit	krátit_:T	V
277724	krčit	krčit_:T	V
278542	kreslit	kreslit_:T	V
279223	kritizovatelčin	kritizovatelčin_^(*3ka)	A	279224
279224	kritizovatelka	kritizovatelka_^(*2)	N	279226
279226	kritizovatel	kritizovatel	N	279230
